underlying_symbol,quote_datetime,expiration,strike,option_type,underlying_bid,underlying_ask,best_bid,best_ask,trade_price,trade_size,trade_iv,open_interest
SPY,2025-10-20 20:49:11.302611,2025-10-23,669.0,call,671.2081248779297,672.5518848876952,4.83,4.87,5.03,1344.0,0.11524322265625,650.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,670.0,call,671.2081248779297,672.5518848876952,4.14,4.16,4.16,2667.0,0.11170321899414062,994.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,671.0,call,671.2081248779297,672.5518848876952,3.48,3.5,3.49,1567.0,0.108407353515625,332.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,672.0,call,671.2081248779297,672.5518848876952,2.86,2.88,2.89,3638.0,0.10474528076171874,719.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,673.0,call,671.2081248779297,672.5518848876952,2.32,2.33,2.36,2802.0,0.10169355346679687,1068.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,674.0,call,671.2081248779297,672.5518848876952,1.82,1.83,1.84,1646.0,0.09827561889648437,871.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,675.0,call,671.2081248779297,672.5518848876952,1.4,1.42,1.41,3034.0,0.09595630615234377,1956.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,676.0,call,671.2081248779297,672.5518848876952,1.04,1.05,1.04,1291.0,0.09266044067382811,696.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,677.0,call,671.2081248779297,672.5518848876952,0.74,0.75,0.77,790.0,0.08973078247070312,1050.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,678.0,call,671.2081248779297,672.5518848876952,0.52,0.54,0.52,1219.0,0.08838802246093751,819.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,679.0,call,671.2081248779297,672.5518848876952,0.36,0.37,0.36,608.0,0.08655698608398438,594.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,680.0,call,671.2081248779297,672.5518848876952,0.24,0.25,0.24,1052.0,0.08533629516601565,3835.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,681.0,call,671.2081248779297,672.5518848876952,0.16,0.17,0.18,1008.0,0.08497008789062502,699.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,682.0,call,671.2081248779297,672.5518848876952,0.09,0.1,0.12,517.0,0.08252870605468751,843.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,683.0,call,671.2081248779297,672.5518848876952,0.06,0.07,0.08,367.0,0.08350525878906252,1829.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,684.0,call,671.2081248779297,672.5518848876952,0.04,0.05,0.05,518.0,0.08497008789062502,652.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,685.0,call,671.2081248779297,672.5518848876952,0.03,0.04,0.04,328.0,0.08789974609375001,1715.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,686.0,call,671.2081248779297,672.5518848876952,0.02,0.03,0.05,205.0,0.0898528515625,345.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,687.0,call,671.2081248779297,672.5518848876952,0.01,0.02,0.02,140.0,0.0898528515625,608.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,688.0,call,671.2081248779297,672.5518848876952,0.01,0.02,0.02,141.0,0.09571216796875001,204.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,689.0,call,671.2081248779297,672.5518848876952,0.01,0.02,0.02,46.0,0.100594931640625,403.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,690.0,call,671.2081248779297,672.5518848876952,0.01,0.02,0.01,4.0,0.1054776953125,209.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,691.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,1.0,0.10157148437499999,220.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,692.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.02,5.0,0.10743080078125,102.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,693.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,513.0,0.11133701171874999,204.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,694.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,1.0,0.117196328125,79.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,695.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,1.0,0.1211025390625,140.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,696.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,2.0,0.12500875,105.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,697.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.02,1.0,0.1289149609375,114.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,698.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.02,,0.13477427734375003,33.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,699.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,531.0,0.13868048828125001,565.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,700.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,3.0,0.1445398046875,85.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,705.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,1.0,0.16602396484375004,60.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,710.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.02,,0.187508125,26.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,725.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,1.0,0.2500075,0.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,730.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,,0.273444765625,1.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,500.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.04,16.0,0.8437515624999999,323.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,505.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,4.0,0.8125018749999999,1014.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,510.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,5.0,0.7812521875,13.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,515.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.1,5.0,0.7500025,6.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,520.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.07,2.0,0.73437765625,110.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,525.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.04,13.0,0.70312796875,90.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,530.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.13,2.0,0.6875031250000001,10.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,535.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.04,79.0,0.6562534375000001,53.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,540.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,195.0,0.6250037500000001,316.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,545.0,put,671.2081248779297,672.5518848876952,0.01,0.02,0.01,12.0,0.6640658593750002,118.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,550.0,put,671.2081248779297,672.5518848876952,0.01,0.02,0.1,269.0,0.632816171875,523.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,555.0,put,671.2081248779297,672.5518848876952,0.01,0.02,0.13,6.0,0.6093789062500001,157.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,560.0,put,671.2081248779297,672.5518848876952,0.01,0.02,0.02,2.0,0.585941640625,320.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,565.0,put,671.2081248779297,672.5518848876952,0.01,0.02,0.01,9.0,0.5546919531250001,28.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,570.0,put,671.2081248779297,672.5518848876952,0.01,0.02,0.01,16.0,0.5312546875,90.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,575.0,put,671.2081248779297,672.5518848876952,0.02,0.03,0.11,21.0,0.5273484765625001,172.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,580.0,put,671.2081248779297,672.5518848876952,0.02,0.03,0.03,4.0,0.500005,156.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,585.0,put,671.2081248779297,672.5518848876952,0.02,0.03,0.03,5.0,0.48438015625,20.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,590.0,put,671.2081248779297,672.5518848876952,0.03,0.04,0.04,71.0,0.47070841796875,619.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,595.0,put,671.2081248779297,672.5518848876952,0.03,0.04,0.03,12.0,0.44336494140625,739.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,600.0,put,671.2081248779297,672.5518848876952,0.04,0.05,0.04,236.0,0.42578699218750005,3155.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,601.0,put,671.2081248779297,672.5518848876952,0.04,0.05,0.05,5.0,0.41992767578125,190.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,602.0,put,671.2081248779297,672.5518848876952,0.04,0.05,0.05,1.0,0.414068359375,245.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,603.0,put,671.2081248779297,672.5518848876952,0.04,0.05,0.05,5.0,0.40820904296875,269.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,604.0,put,671.2081248779297,672.5518848876952,0.04,0.05,0.28,55.0,0.4023497265625,217.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,605.0,put,671.2081248779297,672.5518848876952,0.04,0.05,0.05,4.0,0.397466962890625,657.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,606.0,put,671.2081248779297,672.5518848876952,0.05,0.06,0.28,15.0,0.40039662109375,199.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,607.0,put,671.2081248779297,672.5518848876952,0.05,0.06,0.36,270.0,0.39453730468750003,367.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,608.0,put,671.2081248779297,672.5518848876952,0.05,0.06,0.06,1.0,0.38867798828125,190.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,609.0,put,671.2081248779297,672.5518848876952,0.05,0.06,0.25,106.0,0.38281867187499996,173.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,610.0,put,671.2081248779297,672.5518848876952,0.05,0.06,0.06,120.0,0.37695935546875,278.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,611.0,put,671.2081248779297,672.5518848876952,0.05,0.06,0.43,112.0,0.3711000390625,306.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,612.0,put,671.2081248779297,672.5518848876952,0.05,0.06,0.25,819.0,0.366217275390625,586.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,613.0,put,671.2081248779297,672.5518848876952,0.06,0.07,0.07,10.0,0.367193828125,254.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,614.0,put,671.2081248779297,672.5518848876952,0.06,0.07,0.31,490.0,0.36133451171875,477.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,615.0,put,671.2081248779297,672.5518848876952,0.06,0.07,0.06,7.0,0.35547519531249994,306.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,616.0,put,671.2081248779297,672.5518848876952,0.06,0.07,0.08,11.0,0.34961587890624996,74.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,617.0,put,671.2081248779297,672.5518848876952,0.06,0.07,0.07,1.0,0.3437565625,220.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,618.0,put,671.2081248779297,672.5518848876952,0.06,0.07,0.33,27.0,0.33789724609375,91.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,619.0,put,671.2081248779297,672.5518848876952,0.07,0.08,0.08,10.0,0.33789724609375,82.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,620.0,put,671.2081248779297,672.5518848876952,0.07,0.08,0.08,88.0,0.3320379296875,1337.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,621.0,put,671.2081248779297,672.5518848876952,0.07,0.08,0.09,2.0,0.32617861328125,179.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,622.0,put,671.2081248779297,672.5518848876952,0.07,0.08,0.09,203.0,0.32031929687499994,345.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,623.0,put,671.2081248779297,672.5518848876952,0.08,0.09,0.09,16.0,0.3193427441406249,210.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,624.0,put,671.2081248779297,672.5518848876952,0.08,0.09,0.1,141.0,0.313483427734375,388.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,625.0,put,671.2081248779297,672.5518848876952,0.08,0.09,0.09,37.0,0.30762411132812495,1732.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,626.0,put,671.2081248779297,672.5518848876952,0.09,0.1,0.09,170.0,0.30664755859375,605.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,627.0,put,671.2081248779297,672.5518848876952,0.09,0.1,0.11,9.0,0.3002999658203125,232.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,628.0,put,671.2081248779297,672.5518848876952,0.09,0.1,0.11,116.0,0.29395237304687494,341.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,629.0,put,671.2081248779297,672.5518848876952,0.1,0.11,0.11,31.0,0.2919992675781249,223.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,630.0,put,671.2081248779297,672.5518848876952,0.1,0.11,0.1,182.0,0.28613995117187496,1295.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,631.0,put,671.2081248779297,672.5518848876952,0.11,0.12,0.12,21.0,0.28321029296874994,136.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,632.0,put,671.2081248779297,672.5518848876952,0.11,0.12,0.14,382.0,0.27735097656249996,408.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,633.0,put,671.2081248779297,672.5518848876952,0.12,0.13,0.14,68.0,0.274421318359375,152.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,634.0,put,671.2081248779297,672.5518848876952,0.12,0.13,0.12,456.0,0.26856200195312496,386.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,635.0,put,671.2081248779297,672.5518848876952,0.13,0.14,0.14,965.0,0.2651440673828125,1194.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,636.0,put,671.2081248779297,672.5518848876952,0.14,0.15,0.15,104.0,0.2617261328125,216.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,637.0,put,671.2081248779297,672.5518848876952,0.14,0.15,0.14,859.0,0.25489026367187506,266.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,638.0,put,671.2081248779297,672.5518848876952,0.15,0.16,0.17,1218.0,0.2514723291015625,742.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,639.0,put,671.2081248779297,672.5518848876952,0.16,0.17,0.18,335.0,0.2475661181640625,2842.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,640.0,put,671.2081248779297,672.5518848876952,0.16,0.17,0.16,1083.0,0.24073024902343748,1056.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,641.0,put,671.2081248779297,672.5518848876952,0.17,0.18,0.2,283.0,0.2368240380859375,667.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,642.0,put,671.2081248779297,672.5518848876952,0.18,0.19,0.19,383.0,0.23218541259765624,758.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,643.0,put,671.2081248779297,672.5518848876952,0.2,0.21,0.19,331.0,0.229499892578125,521.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,644.0,put,671.2081248779297,672.5518848876952,0.21,0.22,0.21,529.0,0.22461712890624996,459.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,645.0,put,671.2081248779297,672.5518848876952,0.23,0.24,0.23,1219.0,0.22144333251953124,846.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,646.0,put,671.2081248779297,672.5518848876952,0.25,0.26,0.24,203.0,0.21778125976562498,475.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,647.0,put,671.2081248779297,672.5518848876952,0.26,0.27,0.26,203.0,0.2124102197265625,577.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,648.0,put,671.2081248779297,672.5518848876952,0.29,0.3,0.28,446.0,0.20972469970703123,295.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,649.0,put,671.2081248779297,672.5518848876952,0.31,0.32,0.34,206.0,0.20533021240234373,229.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,650.0,put,671.2081248779297,672.5518848876952,0.32,0.33,0.33,832.0,0.1992267578125,1294.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,651.0,put,671.2081248779297,672.5518848876952,0.35,0.36,0.39,214.0,0.19556468505859376,508.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,652.0,put,671.2081248779297,672.5518848876952,0.39,0.4,0.44,160.0,0.19263502685546874,383.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,653.0,put,671.2081248779297,672.5518848876952,0.41,0.42,0.45,10113.0,0.1870198486328125,316.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,654.0,put,671.2081248779297,672.5518848876952,0.45,0.46,0.45,148.0,0.18323570678710935,676.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,655.0,put,671.2081248779297,672.5518848876952,0.49,0.5,0.47,491.0,0.17896328857421873,1639.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,656.0,put,671.2081248779297,672.5518848876952,0.55,0.56,0.58,279.0,0.17603363037109376,456.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,657.0,put,671.2081248779297,672.5518848876952,0.6,0.61,0.66,580.0,0.17176121215820314,612.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,658.0,put,671.2081248779297,672.5518848876952,0.65,0.67,0.63,665.0,0.16773293212890628,497.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,659.0,put,671.2081248779297,672.5518848876952,0.72,0.74,0.7,1778.0,0.1638267211914063,383.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,660.0,put,671.2081248779297,672.5518848876952,0.8,0.81,0.8,2039.0,0.15943223388671873,1481.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,661.0,put,671.2081248779297,672.5518848876952,0.89,0.91,0.85,642.0,0.15613636840820314,674.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,662.0,put,671.2081248779297,672.5518848876952,0.98,0.99,0.91,848.0,0.1511315356445313,706.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,663.0,put,671.2081248779297,672.5518848876952,1.09,1.11,1.09,900.0,0.147469462890625,845.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,664.0,put,671.2081248779297,672.5518848876952,1.23,1.24,1.11,2010.0,0.14362428649902342,798.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,665.0,put,671.2081248779297,672.5518848876952,1.37,1.39,1.36,1472.0,0.1397791101074219,586.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,666.0,put,671.2081248779297,672.5518848876952,1.52,1.53,1.51,801.0,0.13465220825195315,256.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,667.0,put,671.2081248779297,672.5518848876952,1.71,1.72,1.59,1964.0,0.13068496276855468,479.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,668.0,put,671.2081248779297,672.5518848876952,1.93,1.95,1.93,5469.0,0.12720599365234375,162.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,669.0,put,671.2081248779297,672.5518848876952,2.19,2.2,2.15,3752.0,0.12323874816894533,276.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,670.0,put,671.2081248779297,672.5518848876952,2.47,2.49,2.51,4618.0,0.11939357177734375,298.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,671.0,put,671.2081248779297,672.5518848876952,2.83,2.85,2.85,3143.0,0.11664701721191406,73.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,672.0,put,671.2081248779297,672.5518848876952,3.22,3.23,3.17,2387.0,0.11292390991210938,104.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,673.0,put,671.2081248779297,672.5518848876952,3.68,3.7,3.67,1809.0,0.11066563171386719,128.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,674.0,put,671.2081248779297,672.5518848876952,4.16,4.2,4.02,2054.0,0.10755286987304688,59.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,675.0,put,671.2081248779297,672.5518848876952,4.73,4.77,4.75,1287.0,0.10492838439941406,40.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,676.0,put,671.2081248779297,672.5518848876952,5.36,5.42,5.33,60.0,0.10328045166015623,44.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,677.0,put,671.2081248779297,672.5518848876952,6.1,6.16,5.75,31.0,0.10340252075195311,81.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,678.0,put,671.2081248779297,672.5518848876952,6.9,6.98,6.97,267.0,0.10535562622070313,26.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,679.0,put,671.2081248779297,672.5518848876952,7.66,7.74,7.41,15.0,0.10230389892578123,6.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,680.0,put,671.2081248779297,672.5518848876952,8.57,8.69,9.25,3.0,0.108407353515625,2.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,681.0,put,671.2081248779297,672.5518848876952,9.48,9.61,9.73,,0.11182528808593749,1.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,682.0,put,671.2081248779297,672.5518848876952,10.52,10.66,11.25,68.0,0.12378805908203125,0.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,683.0,put,671.2081248779297,672.5518848876952,11.4,11.53,11.4,12.0,0.12232322998046877,2.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,685.0,put,671.2081248779297,672.5518848876952,12.22,14.89,20.14,,0.22095505615234373,0.0
SPY,2025-10-20 20:49:11.302611,2025-10-23,687.0,put,671.2081248779297,672.5518848876952,14.18,16.83,27.4,2.0,0.23743438354492186,3.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,500.0,call,671.2081248779297,672.5518848876952,170.39,173.13,171.99,17.0,1.3879425134277343,53.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,505.0,call,671.2081248779297,672.5518848876952,159.07,161.89,158.77,2.0,1.0000000000000003e-05,0.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,510.0,call,671.2081248779297,672.5518848876952,160.63,163.18,153.02,2.0,0.85937640625,4.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,515.0,call,671.2081248779297,672.5518848876952,155.63,158.19,154.53,1.0,0.8398453515625,2.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,535.0,call,671.2081248779297,672.5518848876952,135.65,138.24,137.89,18.0,0.7656273437500001,19.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,540.0,call,671.2081248779297,672.5518848876952,130.66,133.26,118.86,1.0,0.7500025,2.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,550.0,call,671.2081248779297,672.5518848876952,120.68,123.2,122.08,2.0,0.6777375976562501,1.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,555.0,call,671.2081248779297,672.5518848876952,115.68,118.21,117.27,1.0,0.6543003320312502,1.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,560.0,call,671.2081248779297,672.5518848876952,110.68,113.22,108.6,8.0,0.629886513671875,22.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,565.0,call,671.2081248779297,672.5518848876952,105.69,108.27,107.15,1.0,0.6210975390625001,3.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,570.0,call,671.2081248779297,672.5518848876952,100.7,103.26,90.74,1.0,0.5937540625000001,4.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,575.0,call,671.2081248779297,672.5518848876952,95.7,98.23,85.77,1.0,0.5566450585937501,1.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,580.0,call,671.2081248779297,672.5518848876952,90.71,93.24,84.05,2.0,0.5351608984375,16.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,585.0,call,671.2081248779297,672.5518848876952,85.72,88.27,76.72,2.0,0.51758294921875,45.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,590.0,call,671.2081248779297,672.5518848876952,80.73,83.25,72.92,50.0,0.7185086743164062,24.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,594.0,call,671.2081248779297,672.5518848876952,76.73,79.28,64.33,,0.6918976123046876,1.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,595.0,call,671.2081248779297,672.5518848876952,75.5,78.28,77.06,5.0,0.684573466796875,10.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,596.0,call,671.2081248779297,672.5518848876952,74.74,77.28,66.0,1.0,0.6770051831054689,4.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,598.0,call,671.2081248779297,672.5518848876952,72.74,75.31,60.39,1.0,0.6650424121093752,1.0
SPY,2025-10-20 20:49:12.944696,2025-10-24,600.0,call,671.2081248779297,672.5518848876952,70.75,73.29,72.23,5.0,0.6480748083496093,72.0
SPY,2025-10-20 20:49:12.958696,2025-10-24,602.0,call,671.2081248779297,672.5518848876952,68.75,71.36,63.58,1.0,0.6401403173828125,4.0
SPY,2025-10-20 20:49:12.958696,2025-10-24,603.0,call,671.2081248779297,672.5518848876952,67.75,70.29,62.15,2.0,0.6254920263671876,2.0
SPY,2025-10-20 20:49:12.958696,2025-10-24,604.0,call,671.2081248779297,672.5518848876952,66.76,69.34,57.12,1.0,0.62305064453125,2.0
SPY,2025-10-20 20:49:12.958696,2025-10-24,605.0,call,671.2081248779297,672.5518848876952,65.76,68.31,58.8,25.0,0.6125527026367189,22.0
SPY,2025-10-20 20:49:12.958696,2025-10-24,606.0,call,671.2081248779297,672.5518848876952,64.76,67.31,65.5,3.0,0.6049844189453126,2.0
SPY,2025-10-20 20:49:12.958696,2025-10-24,608.0,call,671.2081248779297,672.5518848876952,62.77,65.32,60.3,1.0,0.5908244042968751,2.0
SPY,2025-10-20 20:49:12.958696,2025-10-24,609.0,call,671.2081248779297,672.5518848876952,61.79,64.36,56.28,1.0,0.5870402624511719,26.0
SPY,2025-10-20 20:49:12.958696,2025-10-24,610.0,call,671.2081248779297,672.5518848876952,60.77,63.32,55.68,21.0,0.5756878369140624,23.0
SPY,2025-10-20 20:49:12.958696,2025-10-24,612.0,call,671.2081248779297,672.5518848876952,58.79,61.31,54.74,1.0,0.5596967858886719,57.0
SPY,2025-10-20 20:49:12.958696,2025-10-24,613.0,call,671.2081248779297,672.5518848876952,57.82,60.33,58.06,5.0,0.5539595385742189,12.0
SPY,2025-10-20 20:49:12.958696,2025-10-24,614.0,call,671.2081248779297,672.5518848876952,56.69,59.33,57.02,5.0,0.5463912548828126,6.0
SPY,2025-10-20 20:49:12.958696,2025-10-24,615.0,call,671.2081248779297,672.5518848876952,56.84,57.57,57.21,14.0,0.45898978515625005,223.0
SPY,2025-10-20 20:49:12.958696,2025-10-24,616.0,call,671.2081248779297,672.5518848876952,54.79,57.31,48.27,11.0,0.529423651123047,14.0
SPY,2025-10-20 20:49:12.958696,2025-10-24,618.0,call,671.2081248779297,672.5518848876952,53.88,54.03,43.15,3.0,0.3437565625,37.0
SPY,2025-10-20 20:49:12.958696,2025-10-24,619.0,call,671.2081248779297,672.5518848876952,52.91,53.05,46.98,,0.3437565625,1.0
SPY,2025-10-20 20:49:12.958696,2025-10-24,620.0,call,671.2081248779297,672.5518848876952,51.89,52.02,45.5,16.0,0.32959654785156245,35.0
SPY,2025-10-20 20:49:12.958696,2025-10-24,621.0,call,671.2081248779297,672.5518848876952,50.94,51.07,48.29,1.0,0.336920693359375,1.0
